,id,row,col,LAT,LON
0,0.0,0.0,0.0,33.958438626888196,109.44312370419021
1,1.0,0.0,1.0,33.96189195145395,109.540747838752
2,2.0,0.0,2.0,33.96526120824734,109.63838051469688
3,3.0,0.0,3.0,33.96854638545104,109.73602152256636
4,4.0,0.0,4.0,33.971747471541974,109.8336706527943
5,5.0,0.0,5.0,33.97486445529146,109.93132769570957
6,6.0,0.0,6.0,33.97789732576531,110.0289924415388
7,7.0,0.0,7.0,33.98084607232396,110.12666468040904
8,8.0,0.0,8.0,33.983710684622324,110.22434420235041
9,9.0,0.0,9.0,33.98649115261018,110.32203079729888
10,10.0,0.0,10.0,33.989187466532016,110.41972425509887
11,11.0,0.0,11.0,33.99179961692719,110.51742436550602
12,12.0,0.0,12.0,33.99432759463005,110.61513091818983
13,13.0,0.0,13.0,33.99677139076987,110.71284370273649
14,14.0,0.0,14.0,33.99913099677097,110.81056250865142
15,15.0,0.0,15.0,34.001406404352906,110.90828712536208
16,16.0,0.0,16.0,34.00359760553033,111.0060173422207
17,17.0,0.0,17.0,34.00570459261319,111.10375294850692
18,18.0,0.0,18.0,34.00772735820668,111.2014937334306
19,19.0,0.0,19.0,34.00966589521146,111.29923948613443
20,20.0,0.0,20.0,34.01152019682349,111.39698999569674
21,21.0,0.0,21.0,34.01329025653423,111.49474505113423
22,22.0,0.0,22.0,34.014976068130714,111.5925044414046
23,23.0,0.0,23.0,34.016577625695454,111.6902679554094
24,24.0,0.0,24.0,34.01809492360661,111.78803538199665
25,25.0,0.0,25.0,34.019527956537964,111.88580650996369
26,26.0,0.0,26.0,34.02087671945895,111.98358112805975
27,27.0,0.0,27.0,34.02214120763479,112.08135902498893
28,28.0,0.0,28.0,34.02332141662645,112.17913998941262
29,29.0,0.0,29.0,34.02441734229066,112.27692380995255
30,30.0,0.0,30.0,34.02542898077992,112.3747102751933
31,31.0,0.0,31.0,34.02635632854269,112.47249917368515
32,32.0,0.0,32.0,34.02719938232322,112.57029029394683
33,33.0,0.0,33.0,34.0279581391617,112.6680834244682
34,34.0,0.0,34.0,34.02863259639418,112.76587835371303
35,35.0,0.0,35.0,34.029222751652725,112.86367487012176
36,36.0,0.0,36.0,34.02972860286535,112.96147276211417
37,37.0,0.0,37.0,34.03015014825596,113.05927181809228
38,38.0,0.0,38.0,34.03048738634456,113.1570718264429
39,39.0,0.0,39.0,34.030740315947064,113.25487257554053
40,40.0,0.0,40.0,34.0309089361754,113.35267385375005
41,41.0,0.0,41.0,34.030993246437596,113.45047544942942
42,42.0,0.0,42.0,34.030993246437596,113.54827715093256
43,43.0,0.0,43.0,34.0309089361754,113.64607874661195
44,44.0,0.0,44.0,34.030740315947064,113.74388002482145
45,45.0,0.0,45.0,34.03048738634456,113.84168077391908
46,46.0,0.0,46.0,34.03015014825596,113.93948078226971
47,47.0,0.0,47.0,34.02972860286535,114.03727983824781
48,48.0,0.0,48.0,34.029222751652725,114.13507773024024
49,49.0,0.0,49.0,34.02863259639418,114.23287424664896
50,50.0,0.0,50.0,34.0279581391617,114.33066917589379
51,51.0,0.0,51.0,34.02719938232322,114.42846230641517
52,52.0,0.0,52.0,34.02635632854269,114.52625342667683
53,53.0,0.0,53.0,34.02542898077992,114.62404232516869
54,54.0,0.0,54.0,34.02441734229066,114.72182879040946
